codigoarticulo	codigofabrica	ubicacion	codigodemarca	nombre_marca	
HD-PEH003	PEH003	2-2-02-3-05	076	HADA	
HD-PEH100	PEH100	2-2-02-3-05	076	HADA	
HD-PEQ001	PEQ001		076	HADA	
HD-PIN001	PIN001		076	HADA	
HD-PLA001	PLA001	1-4-03-4-04	076	HADA	
HD-PLA002	PLA002	2-2-02-5-	076	HADA	
HD-PLA003	PLA003	2-2-02-5-07	076	HADA	
HD-PLA200	PLA200	2-2-02-5-08	076	HADA	
HD-PLA201	PLA201	2-2-02-5-08	076	HADA	
HD-PLA300	PLA300	2-2-02-5-09	076	HADA	
HD-PMD000	PMD000	1-2-02-1-01	076	HADA	
HD-PMD001	PMD001	1-2-02-1-02	076	HADA	
HD-PMD002	PMD002	1-2-02-1-03	076	HADA	
HD-PMD100	PMD100	1-2-02-1-04	076	HADA	
HD-PNZ001	PNZ001	1-2-07-3-09	076	HADA	
HD-PNZ002	PNZ002	1-2-07-3-09	076	HADA	
HD-PNZ003	PNZ003	1-2-07-3-08	076	HADA	
HD-PNZ004	PNZ004	1-2-07-3-08	076	HADA	
HD-RBF002	RBF002	2-2-02-2-10	076	HADA	
HD-RBF003	RBF003	2-2-02-2-11	076	HADA	
HD-RCR001	RCR001	2-2-08-1-07	076	HADA	
HD-RCR002	RCR002	2-2-04-1-01	076	HADA	
HD-RCR003	RCR003	2-2-04-1-02	076	HADA	
HD-RCR004	RCR004	2-2-04-1-02	076	HADA	
HD-RCR005	RCR005	2-2-04-1-03	076	HADA	
HD-RCR006	RCR006	2-2-04-1-03	076	HADA	
HD-RCR007	RCR007	2-2-04-1-04	076	HADA	
HD-RCR008	RCR008	2-2-04-1-04	076	HADA	
HD-RCR010	RCR010	2-2-04-1-05	076	HADA	
HD-RCR200	RCR200	2-2-04-1-05	076	HADA	
HD-RCR202	RCR202	2-2-04-1-06	076	HADA	
HD-RCR203	RCR203	2-2-04-1-06	076	HADA	
HD-RCR402	RCR402	2-2-04-1-07	076	HADA	
HD-RDV001	RDV001	2-3-01-4-12	076	HADA	
HD-REG002	REG002	1-4-01-3-09	076	HADA	
HD-REG003	REG003	1-4-01-3-08	076	HADA	
HD-REG004	REG004	1-4-01-3-07	076	HADA	
HD-REG005	REG005	1-4-01-3-06	076	HADA	
HD-REG006	REG006	1-4-01-3-05	076	HADA	
HD-REG007	REG007	2-2-03-2-10	076	HADA	
HD-REG008	REG008	2-2-03-2-09	076	HADA	
HD-REG009	REG009	2-2-03-2-08	076	HADA	
HD-REG010	REG010	2-2-03-2-07	076	HADA	
HD-REL001	REL001	1-3-05-5-07	076	HADA	
HD-REL002	REL002		076	HADA	
HD-REN001	REN001	2-3-06-4-01	076	HADA	
HD-REN002	REN002	2-3-06-4-02	076	HADA	
HD-REN003	REN003	2-3-06-4-03	076	HADA	
HD-REN004	REN004	2-3-06-4-04	076	HADA	
HD-REN005	REN005	2-3-06-4-05	076	HADA	
HD-REN006	REN006	2-3-06-4-06	076	HADA	
HD-REN007	REN007	2-3-06-4-07	076	HADA	
HD-REN008	REN008	2-3-06-4-08	076	HADA	
HD-REN009	REN009	2-3-06-4-09	076	HADA	
HD-REN010	REN010	2-3-06-4-10	076	HADA	
HD-REN100	REN100	2-3-06-4-11	076	HADA	
HD-REN100-1	REN100-1	2-3-06-4-12	076	HADA	
HD-REN101	REN101	2-3-06-4-13	076	HADA	
HD-REN102	REN102	2-3-06-4-14	076	HADA	
HD-REN200	REN200	2-3-06-4-15	076	HADA	
HD-REN202	REN202	2-3-06-4-16	076	HADA	
HD-REN203	REN203	2-3-06-4-17	076	HADA	
HD-REN204	REN204	2-3-06-4-18	076	HADA	
HD-REN205	REN205	2-3-06-4-19	076	HADA	
HD-REN206	REN206	2-3-06-4-20	076	HADA	
HD-REN300	REN300	2-3-06-4-21	076	HADA	
HD-REN301	REN301	2-3-06-4-22	076	HADA	
HD-REN400	REN400	2-3-06-4-23	076	HADA	
HD-REN500	REN500	2-3-06-4-24	076	HADA	
HD-REN501	REN501	2-3-06-4-25	076	HADA	
HD-REN502	REN502	2-3-06-4-26	076	HADA	
HD-REN503	REN503	2-3-06-4-27	076	HADA	
HD-REN600	REN600	2-3-06-4-28	076	HADA	
HD-REN700	REN700	2-3-06-4-29	076	HADA	
HD-RGI001	RGI001	2-3-10-3-05	076	HADA	
HD-RGI002	RGI002	2-2-02-4-06	076	HADA	
HD-RLY001	RLY001	1-2-07-4-07	076	HADA	
HD-RLY002	RLY002	1-2-06-3-07	076	HADA	
HD-ROC001	ROC001	1-2-04-3-06	076	HADA	
HD-ROC002	ROC002	1-2-04-3-07	076	HADA	
HD-ROC003	ROC003	1-2-04-3-08	076	HADA	
HD-ROC005	ROC005	1-2-04-3-09	076	HADA	
HD-ROC006	ROC006	1-2-04-3-10	076	HADA	
HD-ROC007	ROC007	1-2-04-3-11	076	HADA	
HD-ROC011	ROC011	1-2-04-3-12	076	HADA	
HD-ROC021	ROC021	1-2-04-3-13	076	HADA	
HD-ROC022	ROC022	1-2-04-2-10	076	HADA	
HD-ROC023	ROC023	1-2-04-2-09	076	HADA	
HD-RTN001	RTN-M500	2-2-02-1-01	076	HADA	
HD-RTN002	RTN002	2-2-02-1-02	076	HADA	
HD-RTN005	RTN005	2-2-02-1-04	076	HADA	
HD-RTN006	RTN006	2-2-02-1-04	076	HADA	
HD-RTN009	RTN009	2-2-02-1-06	076	HADA	
HD-RTN013	RTN-S300	2-2-02-1-07	076	HADA	
HD-RTN014	RTN014	2-2-02-1-08	076	HADA	
HD-RTN022	RTN022	2-2-02-1-10	076	HADA	
HD-RTN-M101	RTN-M101	1-2-07-4-03	076	HADA	
HD-RTN-M102	RTN-M102	1-2-07-1-08	076	HADA	
HD-RTN-M104	RTN-M104	1-2-07-4-08	076	HADA	
HD-RTN-M105	RTN-M105	2-3-01-4-11	076	HADA	
HD-RTN-M107	RTN-M107	1-2-07-4-04	076	HADA	
HD-RTN-M200	RTN-M200	1-2-07-4-05	076	HADA	
HD-RTN-M201	RTN-M201	1-2-07-4-02	076	HADA	
HD-RTN-M300	RTN-M300	1-2-07-1-07	076	HADA	
HD-RTN-M302	RTN-M302	1-2-07-1-06	076	HADA	
HD-RTN-M303	RTN-M303		076	HADA	
HD-RTN-P001	RTN-P001	1-2-07-4-01	076	HADA	
HD-RTN-S001	RTN-S001	2-3-01-4-10	076	HADA	
HD-RTN-S002	RTN-S002	1-2-07-3-02	076	HADA	
HD-RTN-S005	RTN-S005	2-3-09-2-01	076	HADA	
HD-RTN-S100	RTN-S100	1-2-04-1-07	076	HADA	
HD-RTN-S200	RTN-S200	2-3-10-03-07	076	HADA	
HD-RTN-S202	RTN-S202	1-2-07-4-06	076	HADA	
HD-RTN-S204	RTN-S204	2-3-10-3-04	076	HADA	
HD-RUE001	RUE001	1-4-03-1-06	076	HADA	
HD-RUE002	RUE002	2-3-01-4-16	076	HADA	
HD-RUL001	RUL001	1-2-99-Atrás	076	HADA	
HD-RUL002	RUL002	1-2-99-Atrás	076	HADA	
HD-RUL003	RUL003	1-2-99-Atrás	076	HADA	
HD-RUL004	RUL004	1-2-99-Atrás	076	HADA	
HD-RUL005	RUL005	1-2-99-Atrás	076	HADA	
HD-RUL006	RUL006	1-2-99-Atrás	076	HADA	
HD-RUL007	RUL007	1-2-99-Atrás	076	HADA	
HD-RUL008	RUL008	1-2-99-Atrás	076	HADA	
HD-TAB204	TAB204	1-2-01-4-10	076	HADA	
HD-TAB208	TAB208	1-2-01-4-05	076	HADA	
HD-TAB210	TAB210	1-2-01-4-07	076	HADA	
HD-TAB211	TAB211	1-2-01-4-08	076	HADA	
HD-TAB213	TAB213	1-2-01-4-07	076	HADA	
HD-TAB600	TAB600	1-2-01-4-09	076	HADA	
HD-TAB601	TAB601	1-2-01-4-06	076	HADA	
HD-TAB700	TAB700	1-2-01-4-14	076	HADA	
HD-TCB002	TCB002	2-2-03-2-11	076	HADA	
HD-TCE001	TCE001	2-2-02-3-06	076	HADA	
HD-TCE002	TCE002	2-2-02-3-06	076	HADA	
HD-TCE003	TCE003	2-2-02-3-07	076	HADA	
HD-TCE004	TCE004	2-2-02-3-07	076	HADA	
HD-TCE005	TCE005	2-2-02-3-08	076	HADA	
HD-TCE006	TCE006	2-2-02-3-08	076	HADA	
HD-TCE007	TCE007	2-2-02-3-09	076	HADA	
HD-TCE008	TCE008	2-2-02-3-09	076	HADA	
HD-TCE009	TCE009	2-2-02-3-10	076	HADA	
HD-TCE010	TCE010	2-2-02-3-10	076	HADA	
HD-TCE011	TCE011	2-2-02-3-11	076	HADA	
HD-TCE013	TCE013	2-2-02-3-11	076	HADA	
HD-TDC001	TDC001	1-4-06-1-01	076	HADA	
HD-TDL001	TDL001		076	HADA	
HD-TDL001 M	TDL001 M	1-2-04-2-02	076	HADA	
HD-TEL001	TEL001	1-2-04-4-03	076	HADA	
HD-TNG101	TNG101	1-4-02-4-08	076	HADA	
HD-TNG102	TNG102	1-4-02-4-02	076	HADA	
HD-TNG200	TNG200		076	HADA	
HD-TOR001	TOR001	1-4-06-4-11	076	HADA	
HD-TOR002	TOR002	1-4-06-4-10	076	HADA	
HD-TOR003	TOR003	1-4-06-4-09	076	HADA	
HD-TOR004	TOR004	1-4-06-4-08	076	HADA	
HD-TOR005	TOR005	1-4-06-4-07	076	HADA	
HD-TOR006	TOR006	1-4-06-4-06	076	HADA	
HD-TOR007	TOR007	1-4-06-4-05	076	HADA	
HD-TOR008	TOR008	1-4-06-4-04	076	HADA	
HD-TOR009	TOR009	1-4-06-4-03	076	HADA	
HD-TOR011	TOR011	1-4-06-4-02	076	HADA	
HD-TOR012	TOR012	1-4-06-4-01	076	HADA	
HD-TOR020	TOR020	1-4-06-3-01	076	HADA	
HD-TOR1000	TOR1000	2-3-10-3-10	076	HADA	
HD-TOR1002	TOR1002	2-3-01-3-02	076	HADA	
HD-TOR1003	TOR1003	2-3-10-3-08	076	HADA	
HD-TOR200	TOR200	1-4-06-3-02	076	HADA	
HD-TOR500	TOR500	2-3-01-3-04	076	HADA	
HD-TPC001	TPC001	1-4-06-2-03	076	HADA	
HD-TPC004	TPC004	1-4-06-2-02	076	HADA	
HD-TPC005	TPC005	1-4-06-2-01	076	HADA	
HD-TP-I001	TP-I001	1-2-04-4-05	076	HADA	
HD-TPT001	TPT001	2-2-04-3-14	076	HADA	
HD-TPT002	TPT002	2-2-04-3-15	076	HADA	
HD-TPT003	TPT003	2-2-04-3-16	076	HADA	
HD-TPT004	TPT004	2-2-04-3-17	076	HADA	
HD-TPT005	TPT005	2-2-04-3-18	076	HADA	
HD-TPT006	TPT006	2-2-04-3-19	076	HADA	
HD-TPT007	TPT007	2-2-04-3-20	076	HADA	
HD-TPT008	TPT008	2-2-04-3-21	076	HADA	
HD-TPT009	TPT009	2-2-04-4-16	076	HADA	
HD-TPT010	TPT010	2-2-04-4-16	076	HADA	
HD-TPT011	TPT011	2-2-04-4-15	076	HADA	
HD-TPT012	TPT012	2-2-04-4-15	076	HADA	
HD-TPT013	TPT013	2-2-04-4-14	076	HADA	
HD-TPT014	TPT014	2-2-04-4-14	076	HADA	
HD-TPT015	TPT015	2-2-04-4-13	076	HADA	
HD-TPT020	TPT020	2-2-04-4-12	076	HADA	
HD-TPT021	TPT021	2-2-04-4-11	076	HADA	
HD-TPT022	TPT022	2-2-04-4-10	076	HADA	
HD-TPT023	TPT023	2-2-04-4-09	076	HADA	
HD-TPT030	TPT030	2-2-04-4-08	076	HADA	
HD-TPT031	TPT031	2-2-04-4-07	076	HADA	
HD-TPT032	TPT032	2-2-04-4-06	076	HADA	
HD-TPT033	TPT033	2-2-04-4-05	076	HADA	
HD-TPT034	TPT034	2-2-04-4-04	076	HADA	
HD-TRN001	TRN001	1-4-06-5-10	076	HADA	
HD-TRN002	TRN002	1-4-06-5-10	076	HADA	
HD-TRN003	TRN003	1-4-06-5-09	076	HADA	
HD-TRN004	TRN004	1-4-06-5-09	076	HADA	
HD-TRP001	TRP001		076	HADA	
HD-TRV001	TRV001	2-2-02-4-05	076	HADA	
HD-TRV002	TRV002		076	HADA	
HD-TUB001	TUB001	2-3-01-3-05	076	HADA	
HD-TUB002	TUB002	2-3-01-3-06	076	HADA	
HD-TUB003	TUB003	2-3-01-3-07	076	HADA	
HD-TUB004	TUB004	2-3-01-3-08	076	HADA	
HD-TUB005	TUB005	2-3-08-2-05	076	HADA	
HD-TUE001	TUE001		076	HADA	
HD-TUE002	TUE002	2-2-02-4-04	076	HADA	
HD-VAL001	VAL001	2-3-01-1-01	076	HADA	
HD-VAL002	VAL002	2-3-01-1-02	076	HADA	
HD-VAL003	VAL003	2-3-01-1-03	076	HADA	
HD-VAL004	VAL004	2-3-01-1-04	076	HADA	
HD-VAL005	VAL005	2-3-01-1-05	076	HADA	
HD-VAL006	VAL006	2-3-02-1-01	076	HADA	
HD-VAL007	VAL007	2-3-02-1-02	076	HADA	
HD-VAL008	VAL008	2-3-02-1-03	076	HADA	
HD-VAL010	VAL010	2-3-02-1-04	076	HADA	
HD-VAL011	VAL011	2-3-02-1-05	076	HADA	
HD-VAL012	VAL012	2-3-02-1-06	076	HADA	
HD-VAL013	VAL013	2-3-02-1-07	076	HADA	
HD-VAL014	VAL014	2-3-02-1-08	076	HADA	
HD-VAL015	VAL015	2-3-02-1-09	076	HADA	
HD-VAL200	VAL200	2-4-07-1-01	076	HADA	
HD-VAL201	VAL201	2-3-02-1-10	076	HADA	
HD-VAQ001	VAQ001	1-2-02-1-07	076	HADA	
HD-VAQ002	VAQ002	1-2-02-1-06	076	HADA	
HD-VAR001	VAR001		076	HADA	
HD-VDV001	VDV001	2-2-02-4-03	076	HADA	
HD-VLV001	VLV001	2-2-02-2-01	076	HADA	
HD-VLV002	VLV002		076	HADA	
HD-VLV003	VLV003		076	HADA	
HD-VLV004	VLV004	2-2-02-2-02	076	HADA	
HD-VLV005	VLV005	2-2-02-2-03	076	HADA	
HD-VLV006	VLV006	2-2-02-2-03	076	HADA	
HD-VLV008	VLV008	2-2-02-2-04	076	HADA	
HD-VLV009	VLV009	2-2-02-2-04	076	HADA	
HD-VLV010	VLV010	2-2-02-2-05	076	HADA	
HD-VLV011	VLV011	2-2-02-2-05	076	HADA	
HD-VLV012	VLV012	2-2-02-2-06	076	HADA	
HD-VLV013	VLV013	2-2-02-2-08	076	HADA	
HD-VLV014	VLV014		076	HADA	
HD-VLV015	VLV015		076	HADA	
HD-VLV016	VLV016	2-2-02-2-08	076	HADA	
HD-VLV017	VLV017	2-2-02-2-08	076	HADA	
HD-VLV018	VLV018	2-2-02-2-09	076	HADA	
HD-VLV019	VLV019	2-2-02-2-09	076	HADA	
HD-VRA001	VRA001		076	HADA	
HD-VRA002	VRA002		076	HADA	
HD-VRA003	VRA003	2-3-01-4-15	076	HADA	
HD-ZPT001	ZPT001	estanteria zapatas	076	HADA	
HD-ZPT003	ZPT003	estanteria zapata	076	HADA	
HD-ZPT004	ZPT004		076	HADA	
HD-ZPT005	ZPT005	estanteria zapata	076	HADA	
HD-ZPT006	ZPT006	estanteria zapata	076	HADA	
HD-ZPT007	ZPT007	estanteria zapatas	076	HADA	
HD-ZPT008	ZPT008	estanteria zapatas	076	HADA	
HD-ZPT020	ZPT020	estanteria zapatas	076	HADA	
HER-006 BLACK	HER-006 BLACK		061	BHI	
HER-006 BLUE	HER-006 BLUE	2-3-02-3-03	061	BHI	
HER-006 GOLD	HER-006 GOLD		061	BHI	
HER-006 RED	HER-006 RED		061	BHI	
HER-006 SILVER	HER-006 SILVER		061	BHI	
HLS50NN-CG	HLS50NN-CG		87	02 LIQUIDACION	
IC23030	23030		87	02 LIQUIDACION	
IC23061	23061		87	02 LIQUIDACION	
IC23062	23062		87	02 LIQUIDACION	
IC23064	23064		87	02 LIQUIDACION	
IC23082	23082		87	02 LIQUIDACION	
IC23089	23089		87	02 LIQUIDACION	
IMP 1450	IMP 1450	2-3-08-1-03	008	ORA	
IMX 12-7485	12-7485	2-3-08-4-14	050	ARFRA	
IMX 12-7593	12-7593	2-3-08-4-11	050	ARFRA	
IMX 12-7759	12-7759	2-3-10-4-01	050	ARFRA	
IMX 17 04 22	17 04 22	2-3-08-3-05	050	ARFRA	
IMX 23004	23004	2-3-08-3-08	072	IMEXARES	
IMX 49 01 08	49 01 08	2-3-08-4-13	050	ARFRA	
IMX 49 02 08	49 02 08		050	ARFRA	
IMX 49 04 03	49 04 03	2-3-10-1-02	050	ARFRA	
IN10	IN10	1-2-10-3-07	042	JC TORNILLOS	
IN12	IN12	1-2-10-3-07	042	JC TORNILLOS	
IN14	IN14	1-2-10-3-07	042	JC TORNILLOS	
INP38010002	38010002		87	02 LIQUIDACION	
INP38010003	38010003		87	02 LIQUIDACION	
INP38010004	38010004		87	02 LIQUIDACION	
INP38010017	38010017		87	02 LIQUIDACION	
INP39010002	39010002		87	02 LIQUIDACION	
INP39010003	39010003		87	02 LIQUIDACION	
INP39010005	39010005		87	02 LIQUIDACION	
INP39010006	39010006		87	02 LIQUIDACION	
INP39010008	39010008		87	02 LIQUIDACION	
INP39010010	39010010		87	02 LIQUIDACION	
INP39010011	39010011		87	02 LIQUIDACION	
INP39010028	39010028		87	02 LIQUIDACION	
JC 005	05	1-2-10-3-06	042	JC TORNILLOS	
JC 01	01	1-2-10-3-06	042	JC TORNILLOS	
JC 02	02	1-2-10-3-06	042	JC TORNILLOS	
JC 03	03	1-2-10-3-06	042	JC TORNILLOS	
JC 04	04	1-2-10-3-06	042	JC TORNILLOS	
JC 10	10	1-2-10-3-06	042	JC TORNILLOS	
JC 103	103	1-2-10-3-01	042	JC TORNILLOS	
JC 104	104	1-2-10-3-01	042	JC TORNILLOS	
JC 105	105	1-2-10-4-01	042	JC TORNILLOS	
JC 107	107	1-2-10-4-01	042	JC TORNILLOS	
JC 109	109	1-2-10-4-01	042	JC TORNILLOS	
JC 11	11	1-2-10-3-05	042	JC TORNILLOS	
JC 110	110	1-2-10-4-01	042	JC TORNILLOS	
JC 129	129	1-2-10-4-02	042	JC TORNILLOS	
JC 13	13	1-2-10-3-05	042	JC TORNILLOS	
JC 14	14	1-2-10-3-05	042	JC TORNILLOS	
JC 146	146	1-2-10-4-02	042	JC TORNILLOS	
JC 16	16	1-2-10-3-04	042	JC TORNILLOS	
JC 19	19	1-2-10-3-04	042	JC TORNILLOS	
JC 21	21	1-2-10-3-04	042	JC TORNILLOS	
JC 22	22	1-2-10-3-04	042	JC TORNILLOS	
JC 23	23	1-2-10-3-03	042	JC TORNILLOS	
JC 24	24	1-2-10-3-03	042	JC TORNILLOS	
JC 25	25	1-2-10-3-03	042	JC TORNILLOS	
JC 26	26	1-2-10-3-03	042	JC TORNILLOS	
JC 27	27	1-2-10-4-02	042	JC TORNILLOS	
JC 41	41		042	JC TORNILLOS	
JC 42	42	1-2-10-4-02	042	JC TORNILLOS	
JC 43	43		042	JC TORNILLOS	
JC 45	45	1-2-10-2-03	042	JC TORNILLOS	
JC 47	47	1-2-10-3-02	042	JC TORNILLOS	
JC 55	55	1-2-10-3-02	042	JC TORNILLOS	
JC 82	82	1-2-10-3-02	042	JC TORNILLOS	
JC 83	83	1-2-10-3-02	042	JC TORNILLOS	
JC 88	88	1-2-10-3-01	042	JC TORNILLOS	
JC 97	97	1-2-10-3-01	042	JC TORNILLOS	
JE101	JE101	1-2-03-2-07	80	CROSS X	
JE102	JE102	1-2-05-2-09	80	CROSS X	
JFA-0M00	JFA-0M00	2-1-03-3-01	020	WEGA	
JFA-0M01	JFA-0M01	2-1-03-3-02	020	WEGA	
JFA-0M02	JFA-0M02	2-1-03-3-03	020	WEGA	
JFA-0M03	JFA-0M03	2-1-03-3-04	020	WEGA	
JFA-0M04	JFA-0M04	2-1-03-3-05	020	WEGA	
JFA-0M05	JFA-0M05	2-1-03-3-06	020	WEGA	
JFA-0M06	JFA-0M06	2-1-03-3-07	020	WEGA	
JFA-0M07	JFA-0M07	2-1-03-3-08	020	WEGA	
JFA-0M08	JFA-0M08		020	WEGA	
JFA-0M09	JFA-0M09	2-1-03-3-09	020	WEGA	
JFA-0M100	JFA-0M100		020	WEGA	
JFA-0M101	JFA-0M101	2-2-10-1-01	020	WEGA	
JFA-0M12	JFA-0M12	2-1-03-3-11	020	WEGA	
JFA-0M13	JFA-0M13	2-1-03-3-10	020	WEGA	
JFA-0M14	JFA-0M14	2-1-03-3-12	020	WEGA	
JFA-0M15	JFA-0M15	2-1-03-3-13	020	WEGA	
JFA-0M19	JFA-0M19	2-1-03-5-14	020	WEGA	
JFA-0M20	JFA-0M20	2-1-03-3-14	020	WEGA	
JFA-0M24	JFA-0M24	2-2-10-3-06	020	WEGA	
JFA-0M25	JFA-0M25		020	WEGA	
JFA-0M26	JFA-0M26		020	WEGA	
JFA-0M28	JFA-0M28	2-1-03-3-15	020	WEGA	
JFA-0M29	JFA-0M29	2-1-03-3-16	020	WEGA	
JFA-0M32	JFA-0M32		020	WEGA	
JFA-0M33	JFA-0M33	2-1-03-2-15	020	WEGA	
JFA-0M36	JFA-0M36	2-1-03-3-17	020	WEGA	
JFA-0M38	JFA-0M38	2-1-03-2-14	020	WEGA	
JFA-0M39	JFA-0M39	2-1-03-2-13	020	WEGA	
JFA-0M40	JFA-0M40	2-1-03-2-12	020	WEGA	
JFA-0M43	JFA-0M43	2-1-03-2-11	020	WEGA	
JFA-0M44	JFA-0M44	2-2-10-3-5	020	WEGA	
JFA-0M45	JFA-0M45	2-1-03-2-10	020	WEGA	
JFA-0M46	JFA-0M46		020	WEGA	
JFA-0M47	JFA-0M47	2-1-03-2-09	020	WEGA	
JFA-0M57	JFA-0M57	2-1-03-2-08	020	WEGA	
JFA-0M58	JFA-0M58	2-1-03-2-07	020	WEGA	
JFA-0M59	JFA-0M59	2-1-03-2-06	020	WEGA	
JFA-0M60	JFA-0M60	2-2-10-3-7	020	WEGA	
JFA-0M63	JFA-0M63		020	WEGA	
JFA-0M68	JFA-0M68	2-1-3-1-11	020	WEGA	
JFA-0M70	JFA-0M70	2-1-03-2-05	020	WEGA	
JFA-0M71	JFA-0M71	2-1-03-2-04	020	WEGA	
JFA-0M72	JFA-0M72	2-1-03-2-03	020	WEGA	
JFA-0M73	JFA-0M73	2-1-03-2-02	020	WEGA	
JFA-0M74	JFA-0M74	2-1-03-1-01	020	WEGA	
JFA-0M75	JFA-0M75	2-1-03-1-02	020	WEGA	
JFA-0M76	JFA-0M76	2-1-03-1-01	020	WEGA	
JFA-0M78	JFA-0M78		020	WEGA	
JFA-0M79	JFA-0M79		020	WEGA	
JFA-0M80	JFA-0M80	2-1-03-1-03	020	WEGA	
JFA-0M83	JFA-0M83	2-1-03-1-04	020	WEGA	
JFA-0M85	JFA-0M85		020	WEGA	
JFA-0M87	JFA-0M87	2-1-03-1-05	020	WEGA	
JFA-0M88	JFA-0M88		020	WEGA	
JFA-0M89	JFA-0M89		020	WEGA	
JFA-0M90	JFA-0M90	2-1-03-1-06	020	WEGA	
JFA-0M91	JFA-0M91	2-1-03-1-07	020	WEGA	
JFA-0M92	JFA-0M92	2-1-3-1-08	020	WEGA	
JFA-0M93	JFA-0M93	2-1-03-1-08	020	WEGA	
JFA-0M95	JFA-0M95	2-1-03-1-09	020	WEGA	
JFA-0M98	JFA-0M98	2-1-03-1-10	020	WEGA	
JFA-0P01	JFA-0P01	2-1-07-3-03	020	WEGA	
JFA-0P02	JFA-0P02	2-1-07-3-04	020	WEGA	
JFA-0P03	JFA-0P03	2-1-07-3-05	020	WEGA	
JFA-0P04	JFA-0P04	2-1-07-3-06	020	WEGA	
JFO-0010	JFO-0010	2-1-05-2-11	020	WEGA	
JFO-0011	JFO-0011		020	WEGA	
JFO-0012	JFO-0012	2-1-05-2-10	020	WEGA	
JFO-0013	JFO-0013	2-1-05-2-09	020	WEGA	
JFO-0014	JFO-0014	2-1-05-2-05	020	WEGA	
JFO-0015	JFO-0015	2-1-05-2-07	020	WEGA	
JFO-0016	JFO-0016	2-1-05-2-06	020	WEGA	
JFO-0017	JFO-0017	2-1-05-2-05	020	WEGA	
JFO-0018	JFO-0018	2-1-05-2-04	020	WEGA	
JFO-0019	JFO-0019	2-1-05-2-03	020	WEGA	
JFO-0021	JFO-0021	2-1-05-2-02	020	WEGA	
JFO-0022	JFO-0022		020	WEGA	
JFO-0025	JFO-0025	2-1-05-1-01	020	WEGA	
JFO-0026	JFO-0026	2-1-05-1-01	020	WEGA	
JFO-0031	JFO-0031	2-1-05-1-02	020	WEGA	
JFO-0033	JFO-0033	2-1-05-2-01	020	WEGA	
JFO-0036	JFO-0036		020	WEGA	
JFO-0037	JFO-0037	2-1-05-1-05	020	WEGA	
JFO-0038	JFO-0038	2-1-05-1-04	020	WEGA	
JFO-0039	JFO-0039	2-1-05-1-03	020	WEGA	
JFO-0050	JFO-0050	2-1-05-1-02	020	WEGA	
JFO-0111	JFO-0111	2-1-05-1-07	020	WEGA	
JFO-0313	JFO-0313	2-1-05-1-04	020	WEGA	
JFO-0409	JFO-0409	2-1-05-1-05	020	WEGA	
JFO-0411	JFO-0411		020	WEGA	
JFO-0593	JFO-0593	2-1-07-1-03	020	WEGA	
JFO-0890	JFO-0890	2-1-05-1-06	020	WEGA	
JFO-0B00	JFO-0B00	2-1-05-1-10	020	WEGA	
JFO-0B01	JFO-0B01	2-2-10-1-05	020	WEGA	
JFO-0W00	JFO-0W00	2-1-07-1-03	020	WEGA	
JFO-0Y00	JFO-0Y00	2-1-05-1-07	020	WEGA	
JNTG1S01		1-4-02-3-02	21	XXI	
JNTH1C25-S	1C25-S	1-4-10-2-04	21	XXI	
JNTM1S25		1-4-02-3-04	21	XXI	
JNTY1F16-S	1F16-S	1-4-10-2-03	21	XXI	
JNTY1Y12	JNTY1Y12-S	1-4-02-3-01	21	XXI	
JNTZ1R15		1-4-02-3-03	21	XXI	
JR06000	06000		074	JETSON RACE	
JR06450	06450		074	JETSON RACE	
JUN0050	0050	1-1-05-4-07	062	BOTTA	
JUN0060	0060	1-1-05-4-06	062	BOTTA	
K65/1	K65/1	1-3-08-2-09	020	WEGA	
K70/1	K70/1	1-3-08-2-08	020	WEGA	
KC107	KC107	1-2-05-3-14	80	CROSS X	
KCP-100	KCP-100	1-05-99-atras	89	ROD-SA	
KCP-101	KCP-101	1-5-99-atras	89	ROD-SA	
KCP-106	KCP-106	1-5-atras	89	ROD-SA	
KCP-114	KCP-114	1-5-atras	89	ROD-SA	
KCP-130	KCP-130	1-5-atras	89	ROD-SA	
KCP-70	KCP-70	1-4-08-2-06	89	ROD-SA	
KCPG1S01-S	1S01-S		21	XXI	
KCPH1W02-S	1W02-S		21	XXI	
KCPH1X15-S	1X15-S	1-4-08-1-01	21	XXI	
KCPM1S15-S	1S15-S	1-4-10-1-04	21	XXI	
KCPM1S2-S	1S2-S		21	XXI	
KCPY1N02-S	1N02-S	1-4-10-1-03	21	XXI	
KCPY1Y12-S	1Y12-S	1-4-10-1-01	21	XXI	
KCPZ1R15-S	1R15-S	1-4-10-1-02	21	XXI	
KDDG1S01			21	XXI	
L1202	L1202	1-2-09-4-02	80	CROSS X	
L1203	L1203	1-2-09-4-08	80	CROSS X	
L1204	L1204	1-2-09-4-03	80	CROSS X	
L1206	L1206	1-2-09-4-07	80	CROSS X	
L1207	L1207	1-2-09-4-06	80	CROSS X	
L1208	L1208	1-2-09-4-01	80	CROSS X	
L1702	L1702	1-4-11-2-07	80	CROSS X	
L1707	L1707	1-3-08-2-01	80	CROSS X	
L1708	L1708	1-3-08-2-12	80	CROSS X	
L203	L203	1-4-02-2-05	80	CROSS X	
L206	L206	1-2-03-1-07	80	CROSS X	
LF104	LF104	1-2-05-3-03	80	CROSS X	
LFD	LFD	1-2-10-4-04	042	JC TORNILLOS	
